262144.0,0
262145.0,0
262146.0,0
262147.0,0
262148.0,0
262149.0,0
262150.0,0
262151.0,0
262152.0,0
262153.0,0
262154.0,0
262155.0,0
262156.0,0
262157.0,0
262158.0,0
262159.0,0
262160.0,0
262161.0,0
262162.0,0
262163.0,0
262164.0,0
262165.0,0
262166.0,0
262167.0,0
262168.0,0
262169.0,0
262170.0,0
262171.0,0
262172.0,0
262173.0,0
262174.0,0
262175.0,0
262176.0,0
262177.0,0
262178.0,0
262179.0,0
262180.0,0
262181.0,0
262182.0,0
262183.0,0
262184.0,0
262185.0,0
262186.0,0
262187.0,0
262188.0,0
262189.0,0
262190.0,0
262191.0,0
262192.0,0
262193.0,0
262194.0,0
262195.0,0
262196.0,0
262197.0,0
262198.0,0
262199.0,0
262200.0,0
262201.0,0
262202.0,0
262203.0,0
262204.0,0
262205.0,0
262206.0,0
262207.0,0
262208.0,0
262209.0,0
262210.0,0
262211.0,0
262212.0,0
262213.0,0
262214.0,0
262215.0,0
262216.0,0
262217.0,0
262218.0,0
262219.0,0
262220.0,0
262221.0,0
262222.0,0
262223.0,0
262224.0,0
262225.0,0
262226.0,0
262227.0,0
262228.0,0
262229.0,0
262230.0,0
262231.0,0
262232.0,0
262233.0,0
262234.0,0
262235.0,0
262236.0,0
262237.0,0
262238.0,0
262239.0,0
262240.0,0
262241.0,0
262242.0,0
262243.0,0
262244.0,0
262245.0,0
262246.0,0
262247.0,0
262248.0,0
262249.0,0
262250.0,0
262251.0,0
262252.0,0
262253.0,0
262254.0,0
262255.0,0
262256.0,0
262257.0,0
262258.0,0
262259.0,0
262260.0,0
262261.0,0
262262.0,0
262263.0,0
262264.0,0
262265.0,0
262266.0,0
262267.0,0
262268.0,0
262269.0,0
262270.0,0
262271.0,0
262272.0,0
262273.0,0
262274.0,0
262275.0,0
262276.0,0
262277.0,0
262278.0,0
262279.0,0
262280.0,0
262281.0,0
262282.0,0
262283.0,0
262284.0,0
262285.0,0
262286.0,0
262287.0,0
262288.0,0
262289.0,0
262290.0,0
262291.0,0
262292.0,0
262293.0,0
262294.0,0
262295.0,0
262296.0,0
262297.0,0
262298.0,0
262299.0,0
262300.0,0
262301.0,0
262302.0,0
262303.0,0
262304.0,0
262305.0,0
262306.0,0
262307.0,0
262308.0,0
262309.0,0
262310.0,0
262311.0,0
262312.0,0
262313.0,0
262314.0,0
262315.0,0
262316.0,0
262317.0,0
262318.0,0
262319.0,0
262320.0,0
262321.0,0
262322.0,0
262323.0,0
262324.0,0
262325.0,0
262326.0,0
262327.0,0
262328.0,0
